ID,Produto,Marca,Vendas,Valor Unitário,Categoria,Data da Venda,Nome do Cliente,Cidade do Cliente
4067,Liquidificador,Panasonic,1,5457.32,Eletroportáteis,2024-01-24,Isaac Costela,Melo de Goiás
4068,Cafeteira,Philco,1,4990.27,Eletroportáteis,2024-04-02,Sra. Maria da Cruz,Nunes do Amparo
4069,Secadora,Britânia,4,2600.83,Linha Branca,2025-06-11,Stella Cavalcanti,Teixeira
4070,Liquidificador,Philco,3,4061.04,Eletroportáteis,2025-03-23,Igor Barros,Rocha dos Dourados
4071,Fogão,Britânia,5,1787.12,Linha Branca,2024-01-19,Lavínia Ramos,Peixoto de Carvalho
4072,Cafeteira,Midea,4,4628.33,Eletroportáteis,2024-11-27,Lorenzo Santos,das Neves
4073,Geladeira,Brastemp,5,580.95,Linha Branca,2023-12-23,Rafaela Teixeira,Farias
4074,Micro-ondas,Midea,3,4223.96,Eletroportáteis,2024-11-25,Dr. Davi Rezende,Ramos
4075,Geladeira,LG,5,633.99,Linha Branca,2025-05-08,Thales Campos,Novaes do Amparo
4076,Cafeteira,Samsung,1,3318.32,Eletroportáteis,2025-02-24,Lívia Lopes,Martins Verde
4077,Liquidificador,Panasonic,4,1434.92,Eletroportáteis,2024-05-24,Yuri da Cunha,Pinto de Castro
4078,Micro-ondas,Midea,5,3658.81,Eletroportáteis,2024-08-22,Evelyn Viana,Carvalho
4079,Cafeteira,Brastemp,1,5322.78,Eletroportáteis,2023-12-01,Dra. Sophie Nogueira,Cavalcanti do Norte
4080,Televisão,LG,2,4784.69,Eletrônicos,2024-02-23,Emilly Araújo,Cunha Alegre
4081,Cafeteira,Britânia,4,3709.84,Eletroportáteis,2023-07-27,Maysa Cavalcanti,das Neves da Mata
4082,Ar-Condicionado,Electrolux,3,3052.69,Climatização,2023-07-11,Ana Julia Silva,Martins
4083,Aspirador de Pó,Consul,5,4920.29,Eletroportáteis,2024-10-28,Sofia Martins,Ferreira de Minas
4084,Micro-ondas,Brastemp,2,726.25,Eletroportáteis,2023-12-03,Ryan Ramos,Pinto Grande
4085,Cafeteira,Consul,5,2891.78,Eletroportáteis,2025-01-15,Sra. Eloah da Rosa,Sales da Mata
4086,Secadora,LG,5,2941.16,Linha Branca,2024-10-04,Caroline Pereira,da Costa do Galho
4087,Televisão,Samsung,4,5720.3,Eletrônicos,2024-07-06,Maria Eduarda da Rocha,Carvalho
4088,Cafeteira,LG,2,3584.0,Eletroportáteis,2025-02-13,Caroline Barros,Cunha do Sul
4089,Aspirador de Pó,Panasonic,3,1393.57,Eletroportáteis,2024-12-20,Raul das Neves,Almeida Paulista
4090,Televisão,Midea,5,3638.86,Eletrônicos,2024-10-17,Nicole Silveira,Silva da Serra
4091,Secadora,Midea,1,729.31,Linha Branca,2025-05-19,Pedro Henrique Caldeira,Nogueira
4092,Televisão,Midea,3,2898.53,Eletrônicos,2025-01-17,Srta. Valentina Freitas,Cunha
4093,Micro-ondas,Electrolux,4,4048.66,Eletroportáteis,2024-12-17,Ian Araújo,Freitas
4094,Ar-Condicionado,Mondial,1,2095.18,Climatização,2023-09-29,Melissa Moreira,Pereira
4095,Máquina de Lavar,Consul,1,484.52,Linha Branca,2025-04-05,Isadora Gonçalves,Aragão
4096,Liquidificador,Consul,3,1611.99,Eletroportáteis,2024-05-31,Dr. Davi Lucca Almeida,Moura
4097,Máquina de Lavar,Mondial,2,3262.96,Linha Branca,2024-06-14,Yuri da Conceição,Teixeira
4098,Liquidificador,Britânia,5,966.06,Eletroportáteis,2023-12-01,Maria Fernanda Porto,da Cunha
4099,Micro-ondas,LG,4,5477.84,Eletroportáteis,2024-04-25,Bianca Carvalho,Cardoso
4100,Aspirador de Pó,Brastemp,3,1405.89,Eletroportáteis,2023-11-12,Antônio Gonçalves,da Rosa de Ramos
4101,Máquina de Lavar,LG,1,3532.31,Linha Branca,2024-11-13,Dra. Maria Luiza Rezende,Pereira do Galho
4102,Fogão,Electrolux,4,3062.59,Linha Branca,2024-06-23,Alícia Carvalho,Moraes das Flores
4103,Aspirador de Pó,Philco,2,2291.91,Eletroportáteis,2024-12-17,Maria Alice da Luz,Souza
4104,Aspirador de Pó,Consul,2,2138.52,Eletroportáteis,2023-11-26,Dr. Ryan Santos,Rodrigues do Oeste
4105,Aspirador de Pó,Philco,5,5155.8,Eletroportáteis,2024-03-08,Larissa Teixeira,Porto do Oeste
4106,Liquidificador,Mondial,3,4082.71,Eletroportáteis,2024-11-23,Matheus Barbosa,Cardoso
4107,Liquidificador,Brastemp,1,1351.44,Eletroportáteis,2025-05-23,Alexia Rezende,Rocha
4108,Televisão,Panasonic,2,1964.88,Eletrônicos,2023-11-12,Alice Novaes,Costela
4109,Fogão,Midea,2,3445.72,Linha Branca,2025-05-19,Ana Carolina Martins,Pereira de Goiás
4110,Geladeira,Mondial,1,1757.35,Linha Branca,2023-07-14,Theo da Rocha,Melo da Praia
4111,Televisão,LG,4,3575.15,Eletrônicos,2024-03-16,Henrique da Rocha,Araújo
4112,Fogão,Midea,3,3949.0,Linha Branca,2024-09-09,Davi Lucca Vieira,Pereira da Serra
4113,Máquina de Lavar,Brastemp,3,5802.66,Linha Branca,2024-02-23,Anthony Mendes,Fogaça dos Dourados
4114,Geladeira,Samsung,2,4335.48,Linha Branca,2024-03-21,Lorena Carvalho,da Cruz do Galho
4115,Liquidificador,Philco,3,786.08,Eletroportáteis,2023-10-08,Miguel Aragão,das Neves do Oeste
4116,Ar-Condicionado,LG,5,735.89,Climatização,2025-03-17,Dr. Anthony Ribeiro,da Cunha
4117,Máquina de Lavar,Philco,3,3726.59,Linha Branca,2025-04-19,Renan Gonçalves,da Conceição
4118,Aspirador de Pó,Mondial,4,1514.81,Eletroportáteis,2023-08-15,Evelyn Sales,Teixeira de Cavalcanti
4119,Cafeteira,Midea,2,2044.31,Eletroportáteis,2025-02-09,Diogo Pereira,Pires de Souza
4120,Fogão,Midea,2,3429.88,Linha Branca,2025-01-09,Emanuella Carvalho,Costela de Goiás
4121,Geladeira,Samsung,1,3836.04,Linha Branca,2024-06-29,Isabel Costela,Moraes do Sul
4122,Micro-ondas,Brastemp,2,1881.14,Eletroportáteis,2024-11-13,Yuri da Luz,Oliveira
4123,Geladeira,Panasonic,4,3622.19,Linha Branca,2023-12-08,Sr. João Vitor Castro,Porto de da Luz
4124,Fogão,Philco,5,2170.71,Linha Branca,2025-03-03,Levi Correia,Caldeira de Sales
4125,Geladeira,LG,3,2757.05,Linha Branca,2025-05-11,Bárbara Moraes,Oliveira
4126,Liquidificador,Brastemp,4,4638.05,Eletroportáteis,2023-08-15,Lorenzo Alves,Sales da Praia
4127,Aspirador de Pó,LG,2,5987.99,Eletroportáteis,2024-11-15,Maria Alice Gomes,Cavalcanti de Ramos
4128,Fogão,Electrolux,3,1030.26,Linha Branca,2023-10-18,Kevin Porto,Fernandes do Campo
4129,Liquidificador,Consul,2,2331.73,Eletroportáteis,2023-12-15,Isadora Costela,Novaes do Galho
4130,Micro-ondas,Samsung,1,5118.28,Eletroportáteis,2024-06-03,Vitor Correia,Porto de Fernandes
4131,Televisão,LG,4,1707.2,Eletrônicos,2024-02-09,Maria Cecília Vieira,Cardoso
4132,Cafeteira,Philco,4,4828.42,Eletroportáteis,2024-04-08,Caio Carvalho,Souza
4133,Ar-Condicionado,Brastemp,5,1364.49,Climatização,2024-04-15,Sr. Rafael Gomes,Pires
4134,Micro-ondas,Mondial,4,933.48,Eletroportáteis,2025-07-07,Kaique da Mota,Sales da Mata
4135,Liquidificador,Samsung,2,4770.85,Eletroportáteis,2024-11-29,Sr. Augusto Pereira,Gonçalves do Oeste
4136,Secadora,Philco,4,4868.92,Linha Branca,2024-06-04,André Moreira,Monteiro
4137,Liquidificador,Brastemp,4,4514.99,Eletroportáteis,2024-12-11,Sr. Carlos Eduardo Sales,Cardoso do Oeste
4138,Máquina de Lavar,Electrolux,1,5736.99,Linha Branca,2024-04-14,Milena da Costa,Gonçalves
4139,Ar-Condicionado,LG,1,4029.95,Climatização,2024-06-26,Mariane Rocha,Santos
4140,Ar-Condicionado,Panasonic,4,4211.91,Climatização,2024-01-03,Bárbara Fernandes,Lopes dos Dourados
4141,Televisão,LG,4,2587.84,Eletrônicos,2023-11-08,João Pedro Dias,Duarte
4142,Aspirador de Pó,Samsung,1,4577.95,Eletroportáteis,2024-04-16,Yasmin da Rosa,Monteiro
4143,Ar-Condicionado,Consul,2,3186.52,Climatização,2024-06-09,Pedro Miguel Gomes,da Costa Verde
4144,Aspirador de Pó,Consul,4,1741.11,Eletroportáteis,2023-09-07,Yago Oliveira,Moreira Alegre
4145,Secadora,Midea,2,4990.61,Linha Branca,2024-02-29,Maria Julia da Rosa,Gonçalves
4146,Cafeteira,Electrolux,5,5694.8,Eletroportáteis,2024-04-18,Maria Santos,Santos de Minas
4147,Liquidificador,Midea,1,3655.5,Eletroportáteis,2024-07-30,Gustavo Barbosa,da Cruz
4148,Liquidificador,LG,3,5663.73,Eletroportáteis,2024-07-24,Heitor Souza,Mendes
4149,Liquidificador,Mondial,2,3797.6,Eletroportáteis,2024-06-27,Vitor Gabriel Cardoso,Gomes de Moreira
4150,Liquidificador,Philco,2,3559.35,Eletroportáteis,2024-12-08,Sr. Luiz Miguel Pires,Mendes do Galho
4151,Fogão,Mondial,2,1189.34,Linha Branca,2024-09-03,Eloah Moraes,Costa de Minas
4152,Televisão,Midea,1,3957.86,Eletrônicos,2024-01-03,Carlos Eduardo Correia,Carvalho de Jesus
4153,Liquidificador,Consul,1,5489.54,Eletroportáteis,2024-05-22,Davi Lucca da Rosa,Campos
4154,Fogão,Britânia,1,2472.02,Linha Branca,2025-05-13,Mariana Azevedo,da Mata
4155,Ar-Condicionado,Midea,2,1909.86,Climatização,2025-03-06,Manuela Nascimento,Correia
4156,Secadora,LG,1,3417.95,Linha Branca,2025-04-07,Emanuel Moura,Carvalho
4157,Ar-Condicionado,LG,3,4960.81,Climatização,2024-10-27,Marcelo Barbosa,Caldeira dos Dourados
4158,Liquidificador,Electrolux,4,2368.52,Eletroportáteis,2024-05-02,Clara Ferreira,Peixoto
4159,Máquina de Lavar,LG,4,5639.67,Linha Branca,2024-02-10,Bruno Cardoso,Pinto
4160,Aspirador de Pó,Consul,3,4586.38,Eletroportáteis,2025-06-19,Dra. Alice Barbosa,da Cunha Verde
4161,Aspirador de Pó,Britânia,5,1950.26,Eletroportáteis,2025-07-10,Sr. Calebe Moreira,Teixeira de Barros
4162,Cafeteira,Britânia,4,466.27,Eletroportáteis,2024-11-25,Maria Luiza Alves,das Neves das Pedras
4163,Micro-ondas,Britânia,4,2566.07,Eletroportáteis,2024-07-04,Dr. Davi Lucca Sales,Cardoso
4164,Ar-Condicionado,Midea,5,5604.08,Climatização,2025-07-08,Emanuella Lopes,Melo de da Luz
4165,Fogão,Brastemp,4,4371.92,Linha Branca,2023-10-21,Augusto da Rocha,Gonçalves do Campo
4166,Micro-ondas,LG,3,4858.36,Eletroportáteis,2024-06-29,Dr. Calebe Ramos,Castro
4167,Máquina de Lavar,Philco,3,490.35,Linha Branca,2024-11-28,João Vitor Souza,Fogaça de Cavalcanti
4168,Geladeira,LG,5,4206.48,Linha Branca,2024-09-12,Sabrina Peixoto,da Mota de Sales
4169,Fogão,Mondial,2,2375.84,Linha Branca,2023-10-07,Ryan da Mota,Moura do Sul
4170,Micro-ondas,Britânia,4,4814.99,Eletroportáteis,2024-12-29,Rebeca da Rocha,Moraes
4171,Liquidificador,Consul,5,4165.14,Eletroportáteis,2023-07-22,Mirella Silveira,Novaes
4172,Geladeira,Panasonic,1,3895.14,Linha Branca,2024-06-25,Ana Vitória da Costa,Rodrigues
4173,Liquidificador,LG,5,3597.83,Eletroportáteis,2024-10-09,Lucas Nunes,Caldeira do Oeste
4174,Geladeira,Electrolux,2,5017.46,Linha Branca,2024-05-06,Bryan da Cunha,Moraes
4175,Liquidificador,Panasonic,5,5224.42,Eletroportáteis,2025-06-21,Marcelo Lopes,Ferreira do Galho
4176,Cafeteira,Britânia,3,4522.71,Eletroportáteis,2023-10-22,Clarice da Conceição,Caldeira
4177,Secadora,Panasonic,4,2615.08,Linha Branca,2023-07-20,Maria Clara Cavalcanti,Barros Verde
4178,Máquina de Lavar,Britânia,1,1923.75,Linha Branca,2024-04-21,Gustavo Rocha,Silva do Amparo
4179,Máquina de Lavar,Samsung,3,1314.66,Linha Branca,2025-02-05,Leandro Ribeiro,da Rosa
4180,Cafeteira,Consul,2,5997.54,Eletroportáteis,2024-07-29,Maria Sophia Gomes,Fogaça do Campo
4181,Cafeteira,Mondial,4,5033.87,Eletroportáteis,2025-06-26,Sofia Nunes,Pires
4182,Liquidificador,Samsung,1,1345.3,Eletroportáteis,2024-10-16,Lucas Gabriel Melo,Pinto de Campos
4183,Liquidificador,Brastemp,2,5713.04,Eletroportáteis,2024-05-18,Rebeca Cavalcanti,Porto das Flores
4184,Fogão,Philco,1,5950.91,Linha Branca,2025-07-04,Davi das Neves,Araújo Verde
4185,Micro-ondas,Philco,1,5429.8,Eletroportáteis,2023-07-16,Davi da Paz,da Costa da Mata
4186,Fogão,Panasonic,1,3142.04,Linha Branca,2024-05-03,Juan Nogueira,Cavalcanti
4187,Fogão,Samsung,2,5524.62,Linha Branca,2024-11-24,Júlia Rodrigues,Ramos de Martins
4188,Fogão,Brastemp,5,2477.7,Linha Branca,2023-12-14,Nina Aragão,Rodrigues
4189,Geladeira,Brastemp,3,4093.97,Linha Branca,2024-02-21,Amanda Oliveira,Azevedo
4190,Secadora,Mondial,3,1339.17,Linha Branca,2024-07-12,João Martins,Viana
4191,Ar-Condicionado,Samsung,3,5851.07,Climatização,2025-02-09,Maria Luiza Viana,Lima
4192,Geladeira,LG,4,5266.23,Linha Branca,2024-10-01,Carolina Martins,da Mata
4193,Secadora,LG,2,1015.01,Linha Branca,2024-07-17,Emilly Nunes,da Paz da Praia
4194,Ar-Condicionado,Mondial,4,3658.26,Climatização,2023-10-15,Luiz Otávio Cardoso,Ramos das Pedras
4195,Fogão,LG,5,473.41,Linha Branca,2023-12-16,Alícia Nunes,Cardoso de Ramos
4196,Aspirador de Pó,Mondial,5,4577.06,Eletroportáteis,2023-11-11,Sofia da Rosa,da Mata Paulista
4197,Máquina de Lavar,Mondial,2,4549.0,Linha Branca,2023-10-15,Maria Julia Silva,Santos de Martins
4198,Geladeira,Brastemp,3,344.4,Linha Branca,2024-02-22,Maria Ramos,Moraes
4199,Fogão,LG,5,3688.02,Linha Branca,2024-06-16,Carlos Eduardo Porto,Silva do Galho
4200,Cafeteira,Philco,2,5030.91,Eletroportáteis,2024-01-24,Maria Luiza Martins,da Costa
4201,Ar-Condicionado,Panasonic,1,2785.23,Climatização,2024-10-13,Marina Dias,Dias de Lopes
4202,Aspirador de Pó,Britânia,5,670.47,Eletroportáteis,2024-10-15,Murilo Cunha,da Rosa
4203,Micro-ondas,Philco,2,990.27,Eletroportáteis,2025-03-18,Arthur Viana,Mendes do Norte
4204,Aspirador de Pó,Mondial,1,4191.77,Eletroportáteis,2025-05-13,Dr. Gustavo Henrique Viana,Moreira
4205,Televisão,Consul,3,1813.28,Eletrônicos,2024-04-02,Dr. André das Neves,Aragão
4206,Micro-ondas,Panasonic,3,1710.76,Eletroportáteis,2024-04-14,João Vitor da Cruz,Barbosa do Sul
4207,Máquina de Lavar,Mondial,4,3508.2,Linha Branca,2024-02-16,Dra. Maria Luiza Ribeiro,Pires das Flores
4208,Televisão,LG,5,5188.73,Eletrônicos,2023-12-03,Gabriel Campos,da Mata
4209,Aspirador de Pó,LG,2,3545.79,Eletroportáteis,2025-06-23,Eloah Aragão,Monteiro das Pedras
4210,Cafeteira,Britânia,5,2016.13,Eletroportáteis,2024-05-21,Nathan Almeida,Rodrigues
4211,Cafeteira,Panasonic,2,1055.44,Eletroportáteis,2024-12-31,Dr. Joaquim Nascimento,Nascimento dos Dourados
4212,Geladeira,Midea,1,2966.2,Linha Branca,2024-03-20,João Pedro Teixeira,Rezende
4213,Geladeira,Panasonic,1,4888.44,Linha Branca,2025-06-18,Srta. Luiza Moura,Cardoso
4214,Fogão,Brastemp,4,638.51,Linha Branca,2023-11-25,Ryan Vieira,Aragão
4215,Fogão,Midea,4,3435.88,Linha Branca,2025-02-03,Gabrielly da Cunha,Duarte de Minas
4216,Micro-ondas,Britânia,5,5071.01,Eletroportáteis,2025-01-18,Yuri Rezende,Martins Paulista
4217,Micro-ondas,Samsung,3,3038.22,Eletroportáteis,2024-09-20,Caio Oliveira,Viana do Galho
4218,Ar-Condicionado,LG,5,4014.69,Climatização,2024-06-08,Nina Araújo,Carvalho Verde
4219,Geladeira,Midea,4,927.28,Linha Branca,2025-01-20,Nicolas Nascimento,Peixoto do Oeste
4220,Micro-ondas,Brastemp,4,1947.02,Eletroportáteis,2025-06-07,Juan Freitas,Melo
4221,Ar-Condicionado,Panasonic,4,2131.9,Climatização,2025-06-27,Dr. João Gabriel Moraes,Gonçalves Paulista
4222,Liquidificador,LG,5,1068.98,Eletroportáteis,2024-12-28,Camila Mendes,da Rosa do Norte
4223,Secadora,Consul,5,5821.79,Linha Branca,2023-11-10,Cecília Rodrigues,Freitas da Mata
4224,Micro-ondas,Samsung,1,5164.64,Eletroportáteis,2024-04-25,Emanuelly Viana,Martins
4225,Ar-Condicionado,LG,1,551.9,Climatização,2024-06-14,Beatriz da Luz,Farias da Praia
4226,Televisão,LG,2,3955.99,Eletrônicos,2024-06-10,Giovanna Mendes,Sales
4227,Micro-ondas,Brastemp,1,221.57,Eletroportáteis,2024-06-26,Vitor Gabriel Vieira,Moraes do Campo
4228,Cafeteira,Mondial,5,455.44,Eletroportáteis,2023-12-25,Sarah Caldeira,da Rocha do Galho
4229,Geladeira,Midea,1,3257.38,Linha Branca,2025-03-10,Cauã Pinto,Duarte do Oeste
4230,Geladeira,Samsung,5,4089.32,Linha Branca,2024-10-31,Caio Teixeira,Ferreira
4231,Secadora,Consul,3,2865.72,Linha Branca,2025-03-02,Isadora Novaes,Pereira
4232,Micro-ondas,Mondial,4,1257.93,Eletroportáteis,2024-06-26,Dra. Luana Almeida,da Costa da Prata
4233,Liquidificador,Electrolux,2,4222.63,Eletroportáteis,2024-10-23,Yasmin Azevedo,Campos
4234,Cafeteira,Mondial,3,4417.96,Eletroportáteis,2024-06-29,Sr. Francisco Vieira,Nascimento de Minas
4235,Máquina de Lavar,Panasonic,1,1344.01,Linha Branca,2024-05-22,Ana Beatriz Ribeiro,Fogaça de Pinto
4236,Secadora,Panasonic,2,4715.62,Linha Branca,2023-10-19,Miguel Santos,Correia do Oeste
4237,Secadora,Samsung,4,2035.65,Linha Branca,2024-09-26,Sabrina Monteiro,Moura da Serra
4238,Micro-ondas,Brastemp,4,2174.89,Eletroportáteis,2025-06-29,Heloísa Lopes,Barbosa
4239,Geladeira,Britânia,2,3597.34,Linha Branca,2024-12-15,Isabel da Rocha,Cardoso da Praia
4240,Fogão,LG,1,3231.96,Linha Branca,2023-12-16,Stephany Cardoso,da Paz
4241,Ar-Condicionado,Philco,2,4555.33,Climatização,2023-11-22,Dr. João Felipe da Cruz,Nascimento da Mata
4242,Liquidificador,Samsung,1,2658.86,Eletroportáteis,2023-09-02,Larissa da Rosa,Melo da Mata
4243,Ar-Condicionado,Brastemp,1,4075.62,Climatização,2024-08-15,Sophie Campos,Ferreira da Mata
4244,Fogão,Midea,3,5915.3,Linha Branca,2023-09-19,João Gabriel da Conceição,Pires
4245,Aspirador de Pó,Britânia,5,1642.04,Eletroportáteis,2025-01-03,Erick Mendes,Viana
4246,Aspirador de Pó,Panasonic,1,4320.97,Eletroportáteis,2023-09-21,Davi Alves,Lopes
4247,Ar-Condicionado,Electrolux,3,1016.57,Climatização,2025-01-21,Cauê Fogaça,Lima
4248,Aspirador de Pó,Midea,2,2010.08,Eletroportáteis,2025-01-06,Mariane da Cruz,Porto
4249,Secadora,Mondial,1,2268.13,Linha Branca,2024-01-17,Renan Gonçalves,Nunes
4250,Ar-Condicionado,LG,3,668.33,Climatização,2025-05-19,Marcela Sales,Costela
4251,Liquidificador,Panasonic,5,5595.6,Eletroportáteis,2023-11-28,Marcela da Costa,Barros
4252,Liquidificador,Philco,4,5664.14,Eletroportáteis,2025-03-21,Pedro Henrique da Mata,Fernandes
4253,Liquidificador,Samsung,1,5838.34,Eletroportáteis,2024-02-28,Pietro Cavalcanti,Fernandes
4254,Aspirador de Pó,Consul,2,2589.75,Eletroportáteis,2025-01-08,Nicolas Novaes,Almeida da Praia
4255,Cafeteira,Panasonic,5,2786.52,Eletroportáteis,2024-09-19,Srta. Amanda Pereira,Mendes
4256,Fogão,Consul,3,3255.48,Linha Branca,2024-09-18,Ana Luiza da Conceição,Barbosa do Campo
4257,Televisão,Panasonic,2,2100.88,Eletrônicos,2024-03-15,Paulo Barbosa,Almeida da Mata
4258,Aspirador de Pó,Electrolux,3,3025.68,Eletroportáteis,2025-03-27,Maysa Viana,da Mata
4259,Ar-Condicionado,Midea,4,5900.72,Climatização,2024-11-25,Bruna Silveira,Pereira do Galho
4260,Televisão,Brastemp,5,1956.98,Eletrônicos,2025-06-08,Catarina Rocha,Jesus Grande
4261,Ar-Condicionado,Midea,5,2202.6,Climatização,2024-02-12,Alexia Gomes,Mendes
4262,Fogão,Consul,1,3066.2,Linha Branca,2023-07-26,Ana Júlia Lopes,Silva Verde
4263,Liquidificador,LG,4,4263.97,Eletroportáteis,2023-08-01,Luigi Moraes,Nunes de Minas
4264,Geladeira,Brastemp,3,1016.09,Linha Branca,2025-02-24,Guilherme Cardoso,da Mata
4265,Aspirador de Pó,Philco,2,1529.26,Eletroportáteis,2024-03-25,Emanuel Moura,Ferreira
4266,Geladeira,LG,3,4120.62,Linha Branca,2025-06-21,Dr. Matheus Novaes,Moura do Campo
4267,Cafeteira,Samsung,5,2545.74,Eletroportáteis,2024-06-08,Fernanda das Neves,Barbosa Grande
4268,Secadora,Electrolux,4,3077.23,Linha Branca,2024-06-20,Laís da Rosa,Ferreira das Flores
4269,Micro-ondas,Consul,4,5260.22,Eletroportáteis,2023-07-28,Pedro Porto,Barbosa Grande
4270,Cafeteira,Mondial,3,1285.73,Eletroportáteis,2024-05-16,Pedro Martins,Vieira
4271,Máquina de Lavar,Electrolux,1,1009.32,Linha Branca,2024-03-29,Dra. Ana Lívia Nogueira,Vieira
4272,Micro-ondas,LG,3,3689.35,Eletroportáteis,2023-10-22,Emanuel Costela,Rocha de Moraes
4273,Máquina de Lavar,Mondial,3,553.7,Linha Branca,2024-05-30,Raquel Nunes,Costela
4274,Cafeteira,Consul,2,2750.82,Eletroportáteis,2024-08-31,Srta. Emanuelly da Cruz,Freitas
4275,Ar-Condicionado,Mondial,2,1650.19,Climatização,2025-02-21,Milena da Luz,Monteiro de Goiás
4276,Televisão,LG,5,3861.81,Eletrônicos,2024-07-26,Pietro Porto,Viana de Rezende
4277,Fogão,Samsung,5,881.98,Linha Branca,2025-07-10,Ana Jesus,Novaes
4278,Secadora,Panasonic,2,2661.91,Linha Branca,2023-11-10,Yuri Rezende,Cardoso de Costa
4279,Ar-Condicionado,LG,5,2800.6,Climatização,2025-04-28,Raul Gonçalves,Oliveira Verde
4280,Fogão,Britânia,3,5673.27,Linha Branca,2024-10-05,Sr. Luiz Fernando Sales,Aragão de Silveira
4281,Micro-ondas,Philco,4,2517.85,Eletroportáteis,2025-05-26,Alana Ferreira,Dias de Minas
4282,Televisão,Panasonic,2,4254.45,Eletrônicos,2023-11-04,Raquel da Cruz,Rodrigues
4283,Aspirador de Pó,Mondial,3,2272.81,Eletroportáteis,2024-01-30,Natália Freitas,Fogaça de Nogueira
4284,Fogão,Midea,1,1239.05,Linha Branca,2024-07-29,Dr. Francisco Martins,Souza de da Cruz
4285,Micro-ondas,Philco,3,1856.45,Eletroportáteis,2024-08-25,Francisco Fogaça,da Rosa Grande
4286,Micro-ondas,Britânia,5,2970.17,Eletroportáteis,2023-12-23,Cauê Ferreira,Fogaça de Jesus
4287,Liquidificador,Midea,2,3376.41,Eletroportáteis,2024-04-26,Nicole Pereira,Moraes
4288,Liquidificador,Philco,2,1220.8,Eletroportáteis,2024-10-03,Luiz Gustavo Jesus,Novaes
4289,Geladeira,Philco,4,4636.41,Linha Branca,2025-01-04,Otávio Freitas,Silva de Minas
4290,Liquidificador,Consul,3,3282.83,Eletroportáteis,2025-05-26,Vitor Hugo Castro,Freitas
4291,Aspirador de Pó,Britânia,3,4174.17,Eletroportáteis,2023-10-23,Olivia Nascimento,Silveira Paulista
4292,Cafeteira,Consul,3,2955.35,Eletroportáteis,2024-06-29,Fernanda Lopes,Cardoso de Araújo
4293,Televisão,Philco,5,3807.38,Eletrônicos,2024-05-03,Lucas Fernandes,Mendes do Norte
4294,Liquidificador,Samsung,2,1909.35,Eletroportáteis,2024-01-08,Kaique Araújo,Santos
4295,Máquina de Lavar,Brastemp,1,1239.63,Linha Branca,2024-05-06,João Lucas Lopes,Cavalcanti do Amparo
4296,Máquina de Lavar,Brastemp,2,3712.07,Linha Branca,2025-03-28,Danilo Fernandes,Cardoso
4297,Máquina de Lavar,Philco,2,5877.01,Linha Branca,2024-03-17,Renan Costela,Alves do Campo
4298,Secadora,Panasonic,2,1743.51,Linha Branca,2023-11-22,Lorenzo Araújo,Jesus dos Dourados
4299,Micro-ondas,Midea,4,528.81,Eletroportáteis,2025-05-11,Guilherme Fernandes,Cunha
4300,Cafeteira,Panasonic,4,394.12,Eletroportáteis,2024-11-01,Thales Sales,Silveira
4301,Liquidificador,Midea,2,1148.97,Eletroportáteis,2023-08-02,Samuel Aragão,Cardoso do Galho
4302,Cafeteira,Mondial,3,2961.3,Eletroportáteis,2024-12-04,Gabrielly Oliveira,Rodrigues da Mata
4303,Ar-Condicionado,Mondial,5,2015.03,Climatização,2024-09-27,Yasmin Nunes,Barros
4304,Liquidificador,Midea,1,1922.82,Eletroportáteis,2024-11-29,Giovanna da Mata,Ferreira
4305,Fogão,Mondial,4,2819.3,Linha Branca,2024-03-26,Breno Rodrigues,Nunes
4306,Aspirador de Pó,Electrolux,3,2253.06,Eletroportáteis,2025-02-10,Kaique Ribeiro,Porto
4307,Fogão,LG,1,3745.3,Linha Branca,2024-11-28,Dr. Nicolas Pinto,da Conceição da Praia
4308,Fogão,Panasonic,2,4841.66,Linha Branca,2024-10-27,Erick Campos,Alves
4309,Máquina de Lavar,Midea,1,2676.75,Linha Branca,2025-02-09,Mariane Freitas,Ferreira
